text,label
giá mắc so với chất_lượng .,0
"đồ_ăn tệ không tươi , phục_vụ chưa hết giờ mà mà đóng_cửa , làm_khách chưa ăn xong phải đứng dậy , quá tệ .",0
"quán sạch_sẽ , rộng , giá hợp_lý .",1
"các món ăn_ở mức ngon , không_gian rộng .",1
"tạm được , giá cao , không thích cái màn bưng dĩa rau cau để "" ép "" khách ăn cho_dù chỉ 5 10 ngàn .",1
"hương_vị tương_đối nhạt_nhẽo với mình , ăn bánh_tráng cuộn tina và bánh_tráng nướng đều cứ thiếu thiếu , có món trứng bát nướng là dễ ăn nhất .",0
quán làm_ăn quá âm_binh tài_xế điện_thoại không chịu làm đơn tài_xế lại mới chịu làm món .,0
"phục_vụ , quản_lý của hàng cơm buổi chiều không tốt , thái_độ khó_chịu , gọi thêm đồ không mang lên , không bao_giờ quay lại .",0
"nhân_viên thái_độ quá kém , làm dịch_vụ mà thái_độ nặng nhẹ với khách , có ý coi_thường khi khách gọi đồ , nói_chung là không bao_giờ quay lại .",0
"đồ_ăn tươi , ngon , chỗ ngồi có view nhìn xuống_đường đẹp , giá_cả ăn buffet hơi cao so với mặt_bằng chung , nhân_viên nhanh_nhẹn , chờ không lâu , sạch_sẽ .",1
"phục_vụ chán , sai order 2 lần , lần đúng order thì con gián to chềnh_ềnh trong đĩa ngô chiên , chỉ tiếc không chụp lại cho lên review , đừng ăn_ở đây .",0
nhà_hàng gian_lận khi tính bill .,0
"ngon_miệng , dịch_vụ tốt , đồ_ăn nhanh .",1
"nhậu được , giá ok , hơi dơ chỗ ngồi kém .",0
"quán chỉ nên ghé ăn trải_nghiệm , đồ_ăn không ngon lắm , mình có kêu món cá_chiên nhưng nó rất tanh , không_gian khá ổn .",0
đồ_ăn dở ẹt .,0
"đi ăn 2 suất bill 240k , ăn chán hơn cả sài_gòn , biết thế không vô hà_nội toàn chặt chém khách .",0
"mình đang ngồi ăn tại quán bán thịt bò thì dai cứng , tôm thì bở nấu quá dở , quán nguyễn_hổng đào , tân_bình .",0
"đồ_ăn ngon và không_gian rất tuyệt_vời , các bạn nhân_viên phục_vụ vui_vẻ và tận_tình chu_đáo , sẽ thường_xuyên ghé lại .",1
"nhân_viên nhiệt_tình , thân_thiện đồ_ăn hợp_khẩu vị .",1
"nhà_hàng không thân_thiện với thú cưng , not pets friendly res .",0
cơm vừa_miệng khá là ngon .,1
5 ce xinh_đẹp make up vô đợi 1 tiếng .,0
"đồ_ăn cũng bình_thường , thái_độ nhân_viên khó_chịu láo_nháo , tính tiền sai mà khi mình nhắc vẫn cãi là đúng , gọi 2l bia tính tiền 3l .",0
"ngon , có rau đắng , cá_lóc tươi , mắm ớt_hiểm ngon .",1
"hình_như quán đổi chủ rồi mọi người , hồi xưa ngon lắm nước dùng đậm_đà , mềm giờ nước trong nhạt_nhẽo lắm , phá lâu nhiều cái dai và cứng nữa .",0
làm_ăn lừa_đảo mất_dạy .,0
"nhà_hàng đắt , phục_vụ không chuyên_nghiệp , giá_cả không phù_hợp với đồ_ăn .",0
"món ngon , giá hợp_lý , đáng để ghe thăm mỗi lúc đói , haha .",1
"quán đẹp , nhân_viên nhẹ_nhàng lịch_sự , đồ_ăn ngon , giá hơi cao nhưng xứng_đáng với chất_lượng .",1
"đồ_ăn quá dở , miến cua bị thiu , ăn đau bụng , mực hấp khô , rau_muống xào bò quá dở , nói_chung ngoài món cua xào me thì món nào cũng siêu cấp dở , một trải_nghiệm tốn tiền nhưng quá kinh_khủng .",0
"phục_vụ thái_độ kém , quản_lý order xong không kiểm_tra lại , khách chờ mòi mỏi không ra món , kêu tính tiền thì lật_đật đi làm món , không chịu tính tiền .",0
bia uống được .,1
"ngon , nên thử vì rất đáng trải_nghiệm .",1
"đồ_ăn trình_bày rất đẹp , không_gian rộng , yên_tĩnh , sạch_đẹp , phù_hợp để tiếp khách chị_em đẹp_đẽ sang_trọng .",1
"quán sạch_sẽ , phục_vụ nhanh và chu_đáo , khách có_thể gọi thêm măng , mọc khi cần ăn thêm , 1 suất có nhiều lựa_chọn từ 30k đến 50k , có_điều hoà và quạt mát_mẻ , gia_vị kèm theo đầy_đủ : tương_ớt , dấm ớt , nước_mắm .",1
"sang_trọng , đồ_ăn nice .",1
"nhân_viên dễ_thương , đồ_ăn ngon , nhiều món ăn kèm ngon , có món mỳ ý sốt kem ngon bá cháy .",1
"món ăn khá ngon , sạch_sẽ .",1
"chà , chỗ ngồi thật_sự rất bừa_bộn , nền nhà nhớp_nháp , mất hết cảm_xúc .",0
"cơm ngon nha , nhân_viên vui_vẻ thân_thiện .",1
"đồ_ăn ngon , nhân_viên nhiệt tính .",1
mì cũng bình_thường lẩu ngon tráng_miệng xoài ngon .,1
"sườn rất ngon , mềm thịt , đẫm sốt , nói_chung nên thử nha .",1
"1 cốc trà đào 35k mua được cả hộp , chưa tính vat , quá đắt , chỉ nên vào view không nên ăn_nhậu .",0
"ngon bổ rẻ , lúc_nào cũng đông khách .",1
"đồ_ăn không ngon , các món ăn vị lợ lợ , cơm_chiên nhưng nhão , gõi đu_đủ vị không gióng những quán thái khác .",0
thức_ăn ngon .,1
"mới ăn hồi tối , 1 phần cháo 1 người + 1 huyết nếp nhỏ + 1 nha đam = 208k chém_đẹp quá .",0
"phục_vụ chậm vào giờ trưa trên lầu , nhân_viên lóng_ngóng thiếu món thường_xuyên và phải đợi dù nhiều lần đã đặt bàn , đi ăn đông là chờ mỏi luôn .",0
"ngoài_ra ngon , phục_vụ rất tốt , tôi sẽ đến lại đây .",1
"không sao đâu , không phải món bún mộc yêu thích của tôi , nó hơi đắt so với những quán khác trong khu_vực , dịch_vụ tốt .",1
"tư_vấn món cho khách xong , khách order làm sai món vẫn không có câu xl hay thông_cảm gì , nhân_viên phục_vụ quá kém .",0
đồ_ăn ngon nhưng rượu uống không say 4 sao .,1
"mình ghé vào giờ trưa và chiều nên đều nắng_nóng , nắng hắt vào nên cảm_giác cũng không tốt lắm , mình cảm_thấy nêm hơi đậm vị .",1
"không_gian ok , đồ_ăn ngon nhưng giá hơi cao .",1
"không_gian thoải_mái , đẹp , lãng_mạn , bàn mình được 2 bạn nhân_viên bạn huy và bạn linh phục_vụ rất tận_tâm và chuyên_nghiệp , 10 điểm cho nhà_hàng và nhân_viên .",1
"nhân_viên nhiệt_tình , dễ_thương , đồ_ăn ngon , không_gian rộng , thoáng .",1
"giá cao , không có gì đặc_biệt , dùng nhiều bột_ngọt , ăn xong mỏi hết cả cổ lẫn gáy .",0
"ăn được , ai thích sourdough pizza có_thể thử , đồ_ăn ở mức ổn , pizza khá ít topping , tkế nhà đẹp , nhưng không_gian không sang lắm , nhạc bật hơi to , khôngmbucha cũng khá ngon .",1
"đồ không ngon , chả ngan thì cháy xém , gọi nhân_viên cũng không xử_lý gì .",0
"e vừa đặt 8 xuất trên now , thiếu bánh_tráng quấn còn rau thì có mùi rất khó_chịu , ăn trưa cũng không song , đơn trần bình nha .",0
chill đồ_ăn ngon .,1
"nước lẩu đậm_đà , không_gian ấm_cúng , giá_cả phải_chăng mà ăn lại được nhiều , rất thích_hợp cho sinh_viên nghèo khỉ như tụi mình hihi .",1
"không_gian buổi tối rất chill , nhạc_nhẹ nhàng , khách nói_chuyện nhỏ_nhẹ lịch_sự , đa_phần là khách tây , đồ uống ngon , giá từ 160000 trở lên , đáng để trải_nghiệm .",1
"món ăn ngon , các bạn phục_vụ dễ_thương .",1
mua burger bò mà được đúng 1 bánh kì và 1 miếng bò chẳng có rau gì .,0
"quán làm đồ_ăn nhanh , ngon , nhân_viên dễ_thương .",1
"gọi mang về 3 lần thì chỉ 1 lần đúng món , gọi mì ra hủ_tiếu , gọi xá_xíu ra xương .",0
"nhân_viên quán không giải_thích rõ_ràng cụ_thể , upsale thiếu chuyên_nghiệp , với số tiền phải bỏ ra ở đây thì mình recommend mọi người nên đi ăn_ở gogi nhé .",0
cháu mình vừa tổ_chức tiệc ở đây nhưng đồ_ăn không ngon lắm cả đời cưới có 1 lần thôi nên hơi thất_vọng .,1
thái_độ nhân_viên chán_mớ_đời .,0
tuy mặt_bằng khá nhỏ nhưng tổ_chức tiệc khoa_học .,1
"nhân_viên phục_vụ chậm , đồ_ăn bình_thường , thái_độ nhân_viên không tốt lắm .",0
"chỗ thì đẹp , nhung_phục_vụ kém , ít khách .",0
"mình có order mì tương đen và tokbokki truyền_thống , 2 món này rất là khá là mặn , mình có nhờ nhân_viên nem lại , nhưng khi bưng ra lại có_vẻ không hài_lòng lắm .",0
"nơi rẻ tuyệt_vời với đồ_ăn chay việt_nam , đây là lần thứ 3 tôi đến đây , tôi khuyên bạn nên ghé .",1
"quán nhậu nhiều món ngon , ngồi khuya thoáng mát , đặc_biệt có bia lào .",1
khá ổn so với mặt_bằng quận hà_đông .,1
"cửa_hàng nóng , bàn_ghế cũ_kĩ , nhân_viên take care khách chậm_chạp , thiếu tươi_vui , nhìn nhân_viên nào cũng như nhà có chuyện buồn , đồ_ăn bình_thường không đặc_sắc , sẽ không quay lại .",0
"đồ_ăn dở , món ăn thì nhạt , không_gian hẹp .",0
"không_gian rộng thoáng , view đẹp triệu đô , đồ_ăn uống khá ngon , giá cao nhưng với vị_trí kim_cương nên chấp_nhận được , nhân_viên nhiệt_tình , thân_thiện nhưng thiếu chuyên_nghiệp .",1
"dịch_vụ và không_khí khá tốt , tuy_nhiên thức_ăn không đạt yêu_cầu , chúng_tôi đã gọi món gà và thịt cừu cuộn và chúng nhạt_nhẽo và ngọt_ngào bằng .",0
"cho khách đợi đồ giống ăn mầm đá , càng lâu ăn càng ngon , đợi từ 12h đến 13h mới được một món , đói muốn xĩu .",0
"mỗi lần thèm bánh_bèo bánh lọc bún hến là mình lại ghé , ăn rất oki la nhé .",1
nhưng là vịt 33 không phải chuyển từ 34 lên .,1
cơm tấm phúc_lộc tho là kẻ lửa đảo lúc còn làm thì thương lúc mà nghi làm thì hút múa người làm_việc .,0
"tuần nào cũng cùng gia_đình đến đây , món ăn ngon , đồ tươi , giá_cả hợp_lý , có đủ không_gian để làm tiện sinh_nhật cho người_thân .",1
"ăn nhiều lần , điều khiến mình quay lại quán nhiều lần đó chính là sốt sa tế sò điệp , mãi yêu .",1
"ăn mấy lần nhưng gần như lúc_nào cũng order sai , xong như kiểu ép khách vậy , order thì đổi từ gà nướng lu sang gà quay rùi gà chiên mắm , cuối_cùng mang ra 1 mẹt gà 5 món .",0
"rạp chiếu_phim đi coi 3 4 phim cứ tới đoạn quan_trọng là bi mất tiếng không có âm_thanh , mà cũng không thấy kỹ_thuật xử_lý , cũng không thấy ai xin_lỗi dù đã xảy ra tận 4 lần , quá tệ .",0
"lịch_sự , thoán mát , phục_vụ chu_đáo .",0
"không ngon lắm , thức_ăn được đưa lên liên_tục khi những món trước đó vẫn còn khiến mọi người cảm_thấy ngợp và không muốn ăn tiếp , nước uống ổn .",0
nhà_hàng rộng chỗ ngồi thoải_mái sườn ngon đồ uống mới ngon nhất trong các loại mình đã uống nhân_viên rất nhiệt_tình ra vào đều mở_cửa sẽ quay lại nhiều lần nữa .,1
"thật_sự rất tệ so với giá tiền , xíu_mại quá tệ , bò cũng không ngon , thậm_chí còn không nóng_hổi .",0
"quán quá tệ đồ_ăn trung_bình phục_vụ lâu , thái_độ lồi_lõm báo quản_lý thì nhận được cái cười khảy gọi pepsi đầu buổi cuối buổi tính tiền mới "" ủa bênemchưa đem ra ah "" không bao_giờ quay lại lần 2 .",0
nhậu tẹt ga .,0
đồ_ăn tạm ổn và phục_vụ rất tốt .,1
"các món ăn_đậm đà , ngon , nhân_viên phục_vụ nhiệt_tình , giá_cả hợp_lý , phù_hợp đưa gia_đình đến ăn .",1
"thức_ăn ngon , gọi món gia_đình giá trung_bình 100k / người , nhưng có_vẻ đông khách quá rồi nên bất_cần khách nữa , cách ghi bill , tính món không rõ_ràng , nên xem_lại thái_độ phục_vụ .",0
"phục_vụ tồi , khách gọi đồ_ăn lần nào cũng hơn 1 tiếng mới giao , tồi_tệ .",0
"rất ngon nha , đồ_ăn uống tuyệt_vời .",1
"ngon nhưng vị hơi đậm , hơi mặn chút .",1
"chuyên cho khách hát karaoke trễ , gây ồn_ào ảnh_hưởng xung_quanh , đồ_ăn bình_thường .",0
gọi bia 30p không có nhưng ưu_tiên bàn mới .,0
"đồ ngon mỗi_tội giá khá chat , chỉ ăn được thứ 2 giảm beefsteak 50% .",1
"bờ sông thoáng_đãng , view đẹp , không có muỗi , các món nước ngon và trang_trí đẹp_mắt , đồ_ăn có nhiều sự kết_hợp lạ nhưng nhìn_chung vị không đặc_sắc lắm .",1
"hải_sản tươi , chỗ rộng nhưng bếp chưa chuyên_nghiệp , cần cải_thiện đầu_bếp và phong_cách phục_vụ .",0
"súp ngon đậm_đà , bán từ sáng tới chiều , thường tối đi ăn là hết rồi .",1
các món ốc rất đặc_sắc .,1
"hơi thất_vọng , sốt nhạt như pha thêm nước , không đậm_đà , bò ăn medium well dai như rẻ rách , giá chưa xứng_đáng với đồ_ăn dù đa_dạng .",0
đồ_ăn ổn và giá bình_dân do quán nằm trong hẻm .,1
"ngon , giá hợp_lý , chuyên_nghiệp khá .",1
"vị chua của nước dùng rất thanh và trong , không gắt , đậu mềm , giò ( chả ) có sụn và nấm_hương rất thơm , bò tái mềm và tươi , sức ăn yếu không nên order thêm trứng_lộn nha , 10 điểm chất_lượng .",1
"tôi sẽ không chọn quán này nếu có_thể được lựa_chọn , tôi vẫn cảm_thấy bị xúc_phạm bởi người nước_ngoài coi_thường , họ nghĩ tôi không đủ tiền để trả chăng .",0
"giá bia cao , nhân_viên không chu_đáo .",0
"món ăn quá dở , cơm ngọt , cảnh mặn , thịt xa xíu cứng và ngọt như đường , giá_cả đắt .",0
"đồ_ăn tạm ổn , cũng không quá đắt , đỗ xe ô_tô nhớ cẩn_thận kẻo bị đội phường hỏi_thăm đấy .",1
tôi thích nhất món cá chìa_vôi của bên quán món cá ngon vừa vị đậm_đà nhân_viên phục_vụ tận_tình 10 về món ăn cũng như cách phục_vụ .,1
"ít nhân_viên phục_vụ , thu thêm phí để xuất hoá_đơn nhưng không thấy xuất .",0
đồ_ăn ở quán thì ngon khỏi_phải_nói tuy_nhiên chờ hơi lâu tí và quán hơi đông nhân_viên khá là dễ_thương .,1
"lẩu nguyệt bây_giờ ăn không ngon , thái_độ nhận viện phục_vụ không tốt , chất_lượng kém và rất đắt_đỏ .",0
"nhân_viên phục_vụ nhiệt_tình , đồ_ăn cũng được .",1
"nhân_viên đánh_lộn lẫn nhau , lấy đĩa bát ném vào nhau tùm_lum , khách không tránh cũng tan xác pháo .",0
"nhà_hàng thì to mà thu vé gửi xe 10k , đồ_ăn thì tạm được , phục_vụ như thời bao_cấp , không cải_thiện thì chắc sau không có ai vào .",0
bán ăn ngon giá phải_chăng .,1
lễ_tân thái_độ với khách mặc đồ_bộ ghẹ thì ốp tôm thì bở ốc thì chết nói_chung là đến lần đầu không có lần 2 .,0
dịch_vụ tốt và thức_ăn ngon .,1
"gà rán ngon vãi đạn , soup kim chi thì ok , mình kết mỗi 2 món này đến đây là đều ăn 4 - 6 - 7 gà 1 nồi soup , 10 điểm .",1
"quán ăn ngày_càng chán , lại thêm cục chân_giò to_đùng như_thế_nào thì ai mà ăn được , đánh_giá 1 sao thôi .",0
"quán yên_tĩnh , đồ_ăn ngon , nhân_viên chu_đáo .",1
"đồ_ăn quá tệ , tô mỳ tương đen toàn mỳ với mỳ , giá thì quá mắc , không đáng .",0
"đồ_ăn không ngon , nấu quá nhiều dầu , ăn vào rất nặng bụng .",0
"không_gian sạch_sẽ , thoáng mát , đồ_ăn ổn , giá hơi cao nhưng phục_vụ nhiệt_tình , xứng_đáng , mình đánh_giá dựa trên trải_nghiệm cá_nhân .",1
địa_điểm tâm_linh đẹp .,1
"đồ_ăn ngon , vị_trí đẹp đặc_biệt bò khôngbe a5 xứng_đáng tuyệt_phẩm nhưng thái_độ nhân_viên đứng bếp nấu có_vẻ không tốt .",0
"nơi tuyệt_vời cho bia hội và thức_ăn , bàn_ghế phù_hợp cho những người không thích đồ nhựa .",1
"ăn 1 tô đặc_biệt 80k mà vừa mặn vừa chát , bánh_canh thì dai , vô_cùng tệ , không hiểu sao vẫn cứ đông , chắc bà_con dạo này ăn_theo phong_trào review .",0
ngon vừa_miệng giá bình_dân .,1
"món ăn bình_thường , giá đắt , được cái vị_trí tốt , để xe thoải_mái .",1
đồ_ăn ngon không_gian đẹp ấm_cúng .,1
"bảo_vệ thân_thiện , nhân_viên nhanh_nhẹn dễ_thương đặc_biệt đồ_ăn thức uống vừa_miệng , ngon sẽ ghé lại .",1
"đồ_ăn nấu không được ngon , hải_sản không tươi .",0
"toàn mua review thôi anh_em , ếch bé , không ngon , món tệ ngồi ngoài đường thì mùi rác , bát đũa bẩn .",0
"rất là oke luôn , đồ_ăn khá ngon , view đẹp .",1
"đồ_ăn ngon , giá_cả hợp_lý , phục_vụ nhanh_nhẹn .",1
"đồ_ăn chất_lượng , không_gian đẹp , phục_vụ chu_đáo , giá_cả hơi mắc chút thôi , phù_hợp cho tiếp khách .",1
bít tết tạm được hơi đại một_chút phục_vụ chưa được chu_đáo .,1
"gọi lẩu vịt nấu chao và vịt còn lông không hà , xin them nuoc phai tra tien .",0
"chê cực chê cái giá không xứng_đáng chút nào , quán bẩn , không nhiệt_tình , đồ_ăn thiếu lên thiếu xuống khác review , cảm_giác bị lừa ấy trong mực có xương cá không bao_giờ có lần 2 .",0
đồ_ăn ổn nhưng lâu lên món nhân_viên hơi nặng_tai .,1
"đều đã ăn cả 2 chi_nhánh , cả 2 chi_nhánh nhân_viên phục_vụ và thức_ăn đều rất ok , không_gian yên_tĩnh lãng_mạn khá phù_hợp các cặp đôi hẹn_hò .",1
"tới vì đồ_ăn ngon , chuẩn nha , muốn cay thì yêu_cầu thêm cay , sẽ ghé nữa khi nào rảnh .",1
"đồ_ăn bình_thường , mình ăn_ở quán bên ngô thì sĩ thấy không có nổi_bật , quán ngồi khá nóng , hơi bừa_bộn .",0
"mua không cay về cho trẻ_con ăn mà về toàn ớt , cay người_lớn còn khó ăn .",0
"bún_bò nấu tệ , nồng_nặc mùi mắm sống , không có vị bún_bò gì cả .",0
"gọi nước 45p mới có , phục_vụ tệ quá , không hề full bàn nhé .",0
"quán nằm trong ngõ , bù lại đồ_ăn ngon , có phòng riêng để tụ_tập bạn_bè .",1
"view đẹp , đồ ngon , nhân_viên nhẹ_nhàng lịch_sự lại tận_tình , gia_đình mình rất thích .",1
"nói_chung không nên ăn , nhân_viên và đồ_ăn tệ không xứng_đáng .",0
"thoáng mát , món ăn được .",1
"nước dùng ngon , bát đầy_đặn , thịt bò mềm , chân_giò hầm mềm , giò thơm , ngọt , ăn bát 45k đã no lắm rồi , bát đặc_biệt 60k chắc khôbg ăn hết , có bán bánh bột lọc .",1
"đồ_ăn loe que vài món , chạy băng_chuyền toàn là rau và mì , ngồi đợi đồ_ăn rất lâu .",0
hơi nhỏ .,0
bình_dân .,0
"ok , hội_nghị tiệc cưới ok , nhưng hơi cũ , không sang_trọng như gem cen ter hay adora , cũ nhưng không có view để chụp hình đẹp .",1
"thức_ăn ngon , view đẹp lịch_sự sang_trọng cổ_điển , phục_vụ dễ_thương .",1
vua dat vua do mang tieng gaan cho hai san ma con dat hon tren nui .,0
"đồ_ăn ngon giá_cả hợp_lý , nhà_hàng rộng_rãi sạch_sẽ , order nhanh nhân_viên nhiệt_tình chu_đáo 10 điểm .",1
"nhân_viên làm đổ nước_mắm lên người mình rất khó_chịu nhưng lại không có lời xin_lỗi nào hết , phải đến khi mình nói với giám_sát thì anh đó mới bảo bạn nhân_viên ra xin_lỗi mình .",0
"quán chay bình_dân , chế_biến không ổn_định , hôm vừa_miệng , hôm không , màu_sắc món ăn_không bắt_mắt , được cái bán rẻ , khoảng 15k - 17k 1 dĩa , thi_thoảng ghé quán nếu muốn ăn rau ở sài_gòn .",1
"2 người nên ăn nhẹ_nhàng thôi , đồ_ăn tươi , vừa_miệng , anh chủ và các bạn nhân_viên dễ_thương , view sông hàn luôn nhe , nên đến trải_nghiệm ạ .",1
"quán rất đẹp , ngon , phục_vụ nhiệt_tình .",1
"đồ_ăn theo cảm_nhận không ngon lắm , nước ép cũng vậy , giá_thành như_vậy mình thấy chưa hợp_lí .",0
"đồ_ăn thì nhiều nhưng thịt rất nhạt_nhẽo và nghèo_nàn , không đáng để quay lại .",0
"hải_sản tươi , chế_biến ngon , không_gian thoáng và phục_vụ chu_đáo .",1
ngồi 35 phút không có đồ_ăn cứ người đến sau thì bê đồ ra trước nhắc 4 lần nhân_viên vẫn kệ .,0
"nhân_viên phục_vụ lồi_lõm , vừa vô ăn được miếng thì đuổi khách_hàng , không bao_giờ ghé quán lần 3 , nếu muốn được khách_hàng đánh_giá tốt hơn thì coi lại thái_độ của chính chủ quán và nhân_viên .",0
"quán bán đồ_ăn cũ quá tệ , không ngon .",0
"mình cũng hay ăn busan mà qua bên d2 ăn hết_hồn vì trong phòng kín mà có ruồi bay tứ_tung luôn , hy_vọng bên quán khắc_phục .",0
"bình_thường , không thấy ngon , không hợp_khẩu vị lắm .",0
mắc quá ăn thì dở tệ .,0
"cô chủ quán rất dễ_thương , đồ_ăn rẻ .",1
"quán trang_trí đẹp , quán có 2 khu mặn và chay , đồ chay ăn oke , nhân_viên 10 điểm .",1
"gỏi hơi ngọt , bạn mình thấy rau nhạt không được sạch , đồ_ăn bình_thường , không_gian hẹp , giá hơi cao .",1
"quán vô_trách_nhiệm , dẫn qua bãi xe , sau đó ăn_uống xong bãi xe khoá , không lấy xe được , quán không xử_lý được , trễ cv .",0
quán đông nhưng vẫn nhận khách nên phải đứng đợi .,1
ngon mà giá hơi cao so với các quán gần đó .,1
mùa dịch nhưng mình đi qua thấy các bác tài_xế phải đứng ngoài đợi lấy hàng dù_rằng trời đang mưa .,0
quan co tất_cả các món ăn vặt rất phong_phú .,1
đồ_ăn ngon không_gian đẹp nhân_viên nhiệt_tình .,1
"sáng bán phở bát đá , do thay đầu_bếp và quản_lý nên không an nổi phở , lại còn thêm trứng bớp thịt theo phong_cách lừa_dối khách_hàng .",0
"không_gian nhỏ nhưng đẹp , cạnh hồ tây nên phong_cảnh rất lãng_mạn .",1
vào quán 30p không được od .,0
"nhân_viên thái_độ lồi_lõm , đồ_ăn chán , không tươi .",0
"mua xuất ăn buffet cho 5 người , nhưng khi gọi thêm đồ thì nhân_viên rất khó_chịu , chậm phục_vụ , giá thì đắt hơn nhiều so với chef dz , 5 người hơn 4 triệu , không bao_giờ vào lần thứ 2 .",0
"đồ_ăn tạm được , giá ổn , view đẹp , rất mát .",1
"nhân_viên rất ok , đồ_ăn thì cũng được chỉ có quán hơi bé và điều_hoà không_thể mát đến hết được tất_cả các bàn .",1
"quán khó tìm , đồ_ăn ổn .",0
"thực_phẩm bẩn gây đau bụng vợ_chồng mình đến aka house sư vạn_hạnh vào 14h30 chiều ngày 15 / 8 ngồi ăn muốn gọi nhân_viên rất khó , hầu_như các em đều ngồi ngoài quầy thu_ngân không ai vào .",0
"khung canh dep , song ao la lunh linh luon nha , lan sau se dang hinh anh .",1
"quán dở mà mắc , ăn xong nhập_viện vì say bột_ngọt .",0
"nước_mắm thì nhạt , ốc ăn trúng nhiều ốc chết , rau muốn xào dùng hầu_hết là những cây già ăn rất dai làm ảnh_hưởng đến khẩu_vị .",0
"1 trải_nghiệm cực_kỳ tệ , ăn xong là gặp sinh_vật như này chỉ muốn ói ngay tại_chỗ .",0
"phục_vụ chậm nhất là ngồi tâng 2 , đồ_ăn bình_thường .",1
quán ngon giá hơi mắc .,1
"gogi chi_nhánh này phục_vụ chậm cho người gọi buffet chỉ chú_tâm ra món cho khách gọi món , nhân_viên cãi khách khi khách đánh_giá .",0
"chị trâm_anh take care tụi mình nhiệt_tình lắm ạ , cảm_ơn 4p nhiều nhéee .",1
"ăn khá ổn , phục_vụ nhiệt_tình .",1
"nói_chung là mình thấy giá_cả hơi đắt so với những gì được phục_vụ và mặt_bằng chung quán xung_quanh , đã trải_nghiệm và thấy chưa thực_sự thoải_mái , rất khó để quay lại lần sau .",0
"quán quá mắc , xưa giờ mới thấy bán lẩu mà bún và rau tính tiền riêng , giữ xe cũng mất tiền nhưng ăn không ngon , quá dở .",0
có phòng máy_lạnh trên lầu họp_mặt gia_đình riêng_tư được .,1
"được mỗi quán đẹp chứ đồ_ăn nấu không được ngon , quá bình_thường , sẽ không ăn lại lần 2 , kem tráng_miệng được để trong hộp nhựa ( ) và mọi đĩa đồ_ăn như được chuẩn_bị quá lâu từ trước .",0
"đồ_ăn oke nhưng_mà thái_độ của chú bảo_vệ ca tối rất tệ , mình đang đội mũ chuẩn_bị dắt xe ra , đứng chưa tới 2 3p mà chú đã hối mình nhanh lên với thái_độ rất khó_chịu trong khi quán còn chưa đông .",0
món ăn khá bình_thường lên món khá lâu .,0
"mình order vịt quay bắc kinh , da bị mềm không giòn , thịt vịt cứng và rất dai không ăn được phải gói đem về , dịch_vụ tốt , không_gian đẹp , phục_vụ cầu_kỳ tốt các lần khác ăn dim sums ngon .",1
"bò dai không ngon lắm , đợi món tráng_miệng 1 tiếng , xong quán báo hết cotta , hết kem cháy do khách đông , sẽ không quay lại .",0
"phần cơm chay 80000 vnđ mà chưa tới 1 chén cơm , vị thì quá tệ , đựng trong cái hộp giấy tái_chế , tẩy_chay quán nha .",0
quan 47pđược .,0
"lâu lắm mới ăn 1 quán tệ như thế_này , từ đồ_ăn đến phục_vụ tránh xa nhé mọi người .",0
mì độn rất nhiều rau không như lần đầu ăn .,0
"quán lấn_chiếm không_gian công_cộng nên không thích , các cây_xanh bên bờ sông đều bị bê_tông đến sát gốc cây , các quán khác đều lấn_chiếm bờ sông nhưng thấy quán này là nhiều nhất .",0
hơi thất bọng về chất_lượng đồ_ăn .,0
quán mỳ khá là ngon bàn_ghế sạch_sẽ nhưng hơi hẹp phong_cách phục_vụ chu_đáo thực_hiện 5k tốt .,0
quán bán đắt mà ăn không ngon tí nào .,0
làm_ăn thất_đức lôi keo nta bỏ con 1 tháng về để làm xúi bỏ bỏ con .,0
"quán dễ_thương , những món mình ăn đều rất ok .",1
"quán rất tệ , hải_sản và đồ_ăn không tươi , nguội , kém chất_lượng , cứ như đang ăn đồ cũ , hôi , thiêu , quán dơ , rác_thải tùm_lum , không sạch_sẽ và hôi , tệ hơn 1 sao .",0
"phục_vụ cực tệ , kêu lên lẩu mà đợt hơn nửa tiếng đồng_hồ , từ khi khay nướng mới lên cho đến khi cháy đen_thui vẫn chưa thấy đâu , đến khi hỏi thì bạn nhân_viên còn nói nặng nhẹ .",0
"dịch_vụ ổn , đồ_ăn ok .",1
trả tiền_lương nhân_viên đi kìa nhà_hàng làm_ăn gì mà mất_dạy vậy .,0
mua lẩu lươn đưa lẩu ếch làm_ăn sống nhăng .,0
"được giới_thiệu nên tới quán ăn lần đầu với bạn , nhưng về nhà cả đám đều bị đau bụng , chảy ỉa , nghi_vấn vấn_đề vệ_sinh an_toàn thực_phẩm .",0
"gián nơi đựng cốc nước , cách xử_lí tệ , vệ_sinh an_toàn thực_phẩm nên xem_lại , cơ_sở meatplus dịch_vụ tệ nhất trong chuỗi .",0
"chỗ ngồi và view đẹp do vị_trí quá tốt , nhìn thẳng ra hồ gươm , đồ_ăn bình_thường , lượng lên thực_tế chỉ bằng một_nửa so với thông_tin giới_thiệu khi gọi món .",0
"suất đầy_đặn nhân_viên nhiệt_tình nhưng nước khá nhạt_nhoà không được đậm vị , có bánh bột lọc khá ngon nhưng nước_chấm lại mặn .",1
"chất_lượng món ăn ngon , thái_độ phục_vụ tuyệt_vời .",1
